Ticker,StartYear,Strategy,StartDate,EndDate,FinalReturn,CAGR,MaxDrawdown,Volatility,Trades,InvestedPct
QQQ,2010,B,2010-01-04,2026-07-24,4.728539035835322,0.11122602223940237,-0.23934432726937593,0.15847392150212647,1040,0.3969740634005764
QQQ,2010,C,2010-01-04,2026-07-24,15.976852327419664,0.18661607820340387,-0.3512162220565881,0.2066641090274347,0,1.0
QQQ,2018,A,2018-01-02,2026-07-24,0.9020698059712993,0.07804276098495011,-0.27941585401273883,0.1521257475472567,539,0.596466759646676
QQQ,2018,B,2018-01-02,2026-07-24,1.4006672374563305,0.10777918391686514,-0.2393443272693755,0.18433180577138597,540,0.403998140399814
QQQ,2018,C,2018-01-02,2026-07-24,3.566236666550238,0.19423332999139253,-0.35121622205658887,0.23882592388935933,0,1.0
QQQ,2022,A,2022-01-03,2026-07-24,0.19020942940628394,0.03898530682505008,-0.27746427165341814,0.15828271781950554,293,0.5748031496062992
QQQ,2022,B,2022-01-03,2026-07-24,0.47114732665202474,0.08848602934788774,-0.23934432726937582,0.17248222718053585,294,0.42607174103237094
QQQ,2022,C,2022-01-03,2026-07-24,0.7509734202270868,0.1309209911767959,-0.3483089396860176,0.23401504725387762,0,1.0
QQQ,2023,A,2023-01-03,2026-07-24,0.5720706522173125,0.13575889796920504,-0.17372733676766405,0.1380282562627834,225,0.6121076233183856
QQQ,2023,B,2023-01-03,2026-07-24,0.679286794657376,0.15704137807340723,-0.15286119293309686,0.14813795989479323,226,0.3890134529147982
QQQ,2023,C,2023-01-03,2026-07-24,1.6399574865369462,0.31412004046542386,-0.2276833931017287,0.20205090499747766,0,1.0
TQQQ,2000,A,2000-01-03,2026-07-24,-0.9883032378591308,-0.1542418157567813,-0.9994028524827232,0.5049034807431998,1733,0.5693966162599191
TQQQ,2000,B,2000-01-03,2026-07-24,175.6012263470973,0.21511801914334727,-0.9593647509766372,0.6235762297895958,1734,0.4307531067525079
TQQQ,2000,C,2000-01-03,2026-07-24,1.0656625383677887,0.02769600951189366,-0.9995666204394937,0.8024281038972179,0,1.0
TQQQ,2001,A,2001-01-02,2026-07-24,-0.8871317891738608,-0.0818237510566665,-0.9943955098543501,0.4812655888543028,1659,0.5728955967014159
TQQQ,2001,B,2001-01-02,2026-07-24,281.1662435457884,0.24707059924843122,-0.935052344501548,0.5643720329919298,1658,0.4272599968881282
TQQQ,2001,C,2001-01-02,2026-07-24,30.84759906454588,0.14503060498543974,-0.9942474112262651,0.7416430092106985,0,1.0
TQQQ,2007,A,2007-01-03,2026-07-24,-0.008389798577809082,-0.00043078103557814273,-0.9614850008072507,0.42561868767565963,1253,0.5920731707317073
TQQQ,2007,B,2007-01-03,2026-07-24,336.956143574096,0.3468796562692771,-0.6192218495588772,0.5138115667070687,1254,0.408130081300813
TQQQ,2007,C,2007-01-03,2026-07-24,334.12075960137366,0.3462994460561497,-0.9424811907977184,0.6669620604329822,0,1.0
TQQQ,2008,A,2008-01-02,2026-07-24,0.00839492504970818,0.0004505953649533989,-0.948519041536805,0.42929458875607035,1181,0.5913471835510816
TQQQ,2008,B,2008-01-02,2026-07-24,228.1426076152942,0.3402332458537558,-0.6192218495588772,0.5184686602799965,1180,0.4088669950738916
TQQQ,2008,C,2008-01-02,2026-07-24,230.06624263191839,0.34083714874229365,-0.9237663140564449,0.6728905187902617,0,1.0
TQQQ,2010,A,2010-01-04,2026-07-24,8.990420369572927,0.14920282891951953,-0.7235190428115637,0.39567691501156577,1039,0.5991834774255523
TQQQ,2010,B,2010-01-04,2026-07-24,56.03860745089868,0.27676494611902847,-0.6192218495588773,0.4779697706879755,1040,0.4010566762728146
TQQQ,2010,C,2010-01-04,2026-07-24,568.8396657295311,0.467261887945265,-0.8029421777936248,0.6199923270823042,0,1.0
TQQQ,2018,A,2018-01-02,2026-07-24,2.324829343005609,0.15075905957558677,-0.7235190428115637,0.45264468019814064,539,0.592282659228266
TQQQ,2018,B,2018-01-02,2026-07-24,5.481791234530872,0.24414476403588714,-0.6192218495588772,0.5560416838735656,540,0.4081822408182241
TQQQ,2018,C,2018-01-02,2026-07-24,20.550849691804714,0.4317108586378273,-0.8029421777936244,0.7164777716680779,0,1.0
TQQQ,2022,A,2022-01-03,2026-07-24,-0.05523683202048457,-0.012402227909052654,-0.6969926939528781,0.4705319704636004,295,0.5704286964129484
TQQQ,2022,B,2022-01-03,2026-07-24,1.7016714174409135,0.24394400197896604,-0.5866907013916183,0.5212942283431931,296,0.4304461942257218
TQQQ,2022,C,2022-01-03,2026-07-24,1.5524396471811808,0.22851632496032326,-0.7967270161834841,0.7020451417616328,0,1.0
TQQQ,2023,A,2023-01-03,2026-07-24,1.9248590686608158,0.3525687401105504,-0.4728090692006799,0.4121937787152397,227,0.6087443946188341
TQQQ,2023,B,2023-01-03,2026-07-24,3.0907356408034596,0.4864747087589292,-0.41232386371173224,0.44615127345970246,228,0.3923766816143498
TQQQ,2023,C,2023-01-03,2026-07-24,10.964825236498015,1.0105592240322623,-0.5646064884301044,0.606152714992433,0,1.0
SQQQ,2000,A,2000-01-03,2026-07-24,-0.9999997875279092,-0.43931872168019137,-0.9999998528568861,0.6009137476084255,1738,0.4087438239257374
SQQQ,2000,B,2000-01-03,2026-07-24,-0.9314467132287287,-0.0960039225400594,-0.9980035236468145,0.5316698569220942,1737,0.5914058990866896
SQQQ,2000,C,2000-01-03,2026-07-24,-0.9999999854343399,-0.49314632369366784,-0.9999999922861845,0.8024281038972179,0,1.0
SQQQ,2001,A,2001-01-02,2026-07-24,-0.9999992726953288,-0.42482234726866985,-0.9999994183420843,0.5461802029705028,1668,0.407344017426482
SQQQ,2001,B,2001-01-02,2026-07-24,-0.9712134204169713,-0.12962509505121245,-0.9980035236468145,0.5017636759982148,1669,0.5928115761630621
SQQQ,2001,C,2001-01-02,2026-07-24,-0.9999999790633862,-0.49937980517530167,-0.9999999910012306,0.7416430092106985,0,1.0
SQQQ,2007,A,2007-01-03,2026-07-24,-0.9999830667636628,-0.4298457874361724,-0.9999859002454667,0.496594061355431,1262,0.39186991869918697
SQQQ,2007,B,2007-01-03,2026-07-24,-0.9730798592969578,-0.16878691838159154,-0.9980035236468145,0.44557322100845936,1261,0.6083333333333333
SQQQ,2007,C,2007-01-03,2026-07-24,-0.9999995441548952,-0.5260803599771036,-0.9999997820286632,0.6669620604329822,0,1.0
SQQQ,2008,A,2008-01-02,2026-07-24,-0.9999721428444178,-0.4317510036243889,-0.999979467656985,0.5008519967027453,1190,0.3930177768258728
SQQQ,2008,B,2008-01-02,2026-07-24,-0.9680368114672725,-0.1693478064985059,-0.9980035236468145,0.44969846759490506,1191,0.6071964017991005
SQQQ,2008,C,2008-01-02,2026-07-24,-0.9999991095964842,-0.5279827247055762,-0.9999997820286632,0.6728905187902616,0,1.0
SQQQ,2010,A,2010-01-04,2026-07-24,-0.9996962927129347,-0.3869957508541737,-0.9997185344088662,0.4599347056390892,1050,0.3852065321805956
SQQQ,2010,B,2010-01-04,2026-07-24,-0.9906012764658515,-0.24572606639485506,-0.9950581363032767,0.4164701153022383,1049,0.6150336215177714
SQQQ,2010,C,2010-01-04,2026-07-24,-0.9999971455391735,-0.5376268736801092,-0.9999981631421224,0.6199923270823041,0,1.0
SQQQ,2018,A,2018-01-02,2026-07-24,-0.9918067860099669,-0.4296722038991462,-0.9942882761593628,0.5285040310288719,546,0.38819153881915386
SQQQ,2018,B,2018-01-02,2026-07-24,-0.9328962332652024,-0.2707605118482027,-0.9529352083030416,0.4844515223315092,545,0.6122733612273361
SQQQ,2018,C,2018-01-02,2026-07-24,-0.9994502044796045,-0.5840944498926708,-0.9995812324857222,0.7164777716680779,0,1.0
SQQQ,2022,A,2022-01-03,2026-07-24,-0.8619811486252096,-0.3527054856187428,-0.9296877803613612,0.5104994067086093,296,0.4138232720909886
SQQQ,2022,B,2022-01-03,2026-07-24,-0.7018558099357803,-0.23340394281538468,-0.8828371746838213,0.48230785579068974,295,0.5870516185476815
SQQQ,2022,C,2022-01-03,2026-07-24,-0.9588504813432691,-0.5037865774380975,-0.9856164699117262,0.7020451417616328,0,1.0
SQQQ,2023,A,2023-01-03,2026-07-24,-0.8706752353977425,-0.4376170352495521,-0.8787904172900143,0.4390143845590674,226,0.3778026905829596
SQQQ,2023,B,2023-01-03,2026-07-24,-0.8276068053270156,-0.39023710105315645,-0.8828371746838211,0.4198029950721862,225,0.6233183856502242
SQQQ,2023,C,2023-01-03,2026-07-24,-0.9777052906798851,-0.6570797330954463,-0.9824645832341634,0.606152714992433,0,1.0
DIA,2000,A,2000-01-03,2026-07-24,0.716133575806071,0.020546616508531512,-0.5413604767719871,0.11271472876960498,1739,0.5738883066327295
DIA,2000,B,2000-01-03,2026-07-24,3.7037649645319313,0.06004257299647242,-0.32085772558020587,0.14550858254483665,1738,0.42626141637969756
DIA,2000,C,2000-01-03,2026-07-24,7.072288988333492,0.08182286122654792,-0.5186922540660385,0.18401821817189926,0,1.0
DIA,2001,A,2001-01-02,2026-07-24,0.7308966097456424,0.021701001970369393,-0.5413604767719866,0.11198523258277501,1671,0.5764742492609305
DIA,2001,B,2001-01-02,2026-07-24,3.902418844443309,0.06418355161032552,-0.3208577255802061,0.1443062327668011,1670,0.42368134432861365
DIA,2001,C,2001-01-02,2026-07-24,7.485580157400108,0.08727740096065606,-0.518692254066039,0.1826168797661587,0,1.0
DIA,2007,A,2007-01-03,2026-07-24,0.6643862468715147,0.026396558471220466,-0.5413604767719866,0.1133110108706249,1265,0.5863821138211383
DIA,2007,B,2007-01-03,2026-07-24,2.859773199688061,0.07151298075337698,-0.320857725580206,0.1483814686839394,1264,0.4138211382113821
DIA,2007,C,2007-01-03,2026-07-24,5.424153429604083,0.09979723580250521,-0.5186922540660386,0.18664331402274625,0,1.0
DIA,2008,A,2008-01-02,2026-07-24,0.47946569844482934,0.021331063369645076,-0.5371533417962209,0.11409863023754727,1205,0.5857785393017777
DIA,2008,B,2008-01-02,2026-07-24,3.048326018421048,0.07826275559380735,-0.32085772558020587,0.1504693690369852,1204,0.41443563932319555
DIA,2008,C,2008-01-02,2026-07-24,4.989359480375637,0.10126324676250675,-0.48557602494821617,0.1887867905678198,0,1.0
DIA,2010,A,2010-01-04,2026-07-24,1.649652769861619,0.06064452453573632,-0.18611424539225274,0.1005763486786779,1067,0.5946205571565802
DIA,2010,B,2010-01-04,2026-07-24,1.6341307579232116,0.06026806272202756,-0.32085772558020553,0.13005307898889795,1068,0.40561959654178675
DIA,2010,C,2010-01-04,2026-07-24,5.979531858908929,0.12456751526623133,-0.36696164625670147,0.16430236967899214,0,1.0
DIA,2018,A,2018-01-02,2026-07-24,0.7118774338647291,0.06484963244886566,-0.18611424539225263,0.10957489258090926,543,0.5792654579265458
DIA,2018,B,2018-01-02,2026-07-24,0.4351911010584275,0.043132819489265506,-0.3208577255802061,0.15156958233794146,544,0.4211994421199442
DIA,2018,C,2018-01-02,2026-07-24,1.4568712591854056,0.11077959942849391,-0.36696164625670136,0.18695039774488523,0,1.0
DIA,2022,A,2022-01-03,2026-07-24,0.11541073062839358,0.0242789806251833,-0.18429559779562887,0.10300608660240895,297,0.5748031496062992
DIA,2022,B,2022-01-03,2026-07-24,0.376867717438663,0.07276684124557331,-0.1340820528103126,0.10930452243783122,298,0.42607174103237094
DIA,2022,C,2022-01-03,2026-07-24,0.5357730266869076,0.0988125265995139,-0.20757025942170448,0.1501327836828538,0,1.0
DIA,2023,A,2023-01-03,2026-07-24,0.2845805848864307,0.07301264917940253,-0.10657894484597696,0.08933480921793745,225,0.5919282511210763
DIA,2023,B,2023-01-03,2026-07-24,0.2945206992170766,0.07534259912601926,-0.1340820528103126,0.09976829421160464,226,0.40919282511210764
DIA,2023,C,2023-01-03,2026-07-24,0.6629161569478641,0.1538562110636743,-0.15954394337969335,0.1337462885353688,0,1.0
UDOW,2000,A,2000-01-03,2026-07-24,1.0463425055304572,0.027332397260631858,-0.9181628263017922,0.3340633054963286,1739,0.5674502170983681
UDOW,2000,B,2000-01-03,2026-07-24,15.943048481767704,0.11245385374356975,-0.7528741119045507,0.43966033966019147,1738,0.432699505914059
UDOW,2000,C,2000-01-03,2026-07-24,33.671280281504615,0.14285988440820985,-0.9355176787487288,0.5520546545156978,0,1.0
UDOW,2001,A,2001-01-02,2026-07-24,1.247876633746548,0.032203329475300135,-0.9144715465192893,0.33172000189450246,1669,0.570250505679166
UDOW,2001,B,2001-01-02,2026-07-24,19.646646198060882,0.12577487514470143,-0.7528741119045506,0.43617777595643353,1668,0.42990508791037807
UDOW,2001,C,2001-01-02,2026-07-24,45.411113553852914,0.1620285743640011,-0.9355176787487287,0.547850639298476,0,1.0
UDOW,2007,A,2007-01-03,2026-07-24,1.591408792706023,0.04990184164390232,-0.9144715465192894,0.33600111610982036,1263,0.5804878048780487
UDOW,2007,B,2007-01-03,2026-07-24,11.9735281431273,0.1400477889106524,-0.7528741119045507,0.4481301397604808,1262,0.41971544715447157
UDOW,2007,C,2007-01-03,2026-07-24,32.61971490251912,0.19693827313935275,-0.9355176787487288,0.5599299420682389,0,1.0
UDOW,2008,A,2008-01-02,2026-07-24,0.921459918128865,0.03581979238590516,-0.9104355205499008,0.33823369364588035,1203,0.5797815378025273
UDOW,2008,B,2008-01-02,2026-07-24,14.061397096595504,0.15737022512707588,-0.7528741119045507,0.45447533983968025,1202,0.4204326408224459
UDOW,2008,C,2008-01-02,2026-07-24,27.939870832130698,0.19882698630475604,-0.9178434982385081,0.5663603717034594,0,1.0
UDOW,2010,A,2010-01-04,2026-07-24,11.573655630953093,0.1652832031769833,-0.49097860470832144,0.29842901451627524,1065,0.5893371757925072
UDOW,2010,B,2010-01-04,2026-07-24,5.844706865182688,0.12324287943506707,-0.7528741119045506,0.39268935436218133,1066,0.4109029779058597
UDOW,2010,C,2010-01-04,2026-07-24,85.06298701762772,0.3088960604938331,-0.8012382605289713,0.4929071090369764,0,1.0
UDOW,2018,A,2018-01-02,2026-07-24,3.190804432833943,0.1823175045371883,-0.4909786047083209,0.3243750544797511,545,0.5732217573221757
UDOW,2018,B,2018-01-02,2026-07-24,0.40254434900023117,0.040331174020406424,-0.7528741119045507,0.45781480503059463,546,0.4272431427243143
UDOW,2018,C,2018-01-02,2026-07-24,4.877789075036343,0.2300017575600497,-0.8012382605289713,0.5608511932346556,0,1.0
UDOW,2022,A,2022-01-03,2026-07-24,0.2791493684752868,0.055561296554447415,-0.48370208741578014,0.3081036351794115,297,0.5695538057742782
UDOW,2022,B,2022-01-03,2026-07-24,1.0857312852855672,0.17522151079235737,-0.4098832158986756,0.32879445666826296,298,0.43132108486439197
UDOW,2022,C,2022-01-03,2026-07-24,1.6679618563821905,0.24051834167065822,-0.5435947745701444,0.4503983510485614,0,1.0
UDOW,2023,A,2023-01-03,2026-07-24,1.045768938093043,0.22313196865734408,-0.2869118646131139,0.26674442128498876,225,0.5863228699551569
UDOW,2023,B,2023-01-03,2026-07-24,0.8611841176730779,0.19101497805354462,-0.40988321589867527,0.3004276012261932,226,0.4147982062780269
UDOW,2023,C,2023-01-03,2026-07-24,2.8075526560076938,0.45676849480701587,-0.4261761418337291,0.40123886560610644,0,1.0
SDOW,2000,A,2000-01-03,2026-07-24,-0.9996660403810181,-0.2602457751790265,-0.9997649203043478,0.42308870294381384,1734,0.4165294205719419
SDOW,2000,B,2000-01-03,2026-07-24,-0.9758031414314163,-0.1307699075601656,-0.9894068949593485,0.35481024746953976,1735,0.5836203024404851
SDOW,2000,C,2000-01-03,2026-07-24,-0.9999919192263319,-0.356983366776107,-0.9999947423952213,0.5520546545156978,0,1.0
SDOW,2001,A,2001-01-02,2026-07-24,-0.9996334044958506,-0.26624217095301694,-0.9997402487802524,0.41902781124975524,1664,0.41387894818733467
SDOW,2001,B,2001-01-02,2026-07-24,-0.9748434762850133,-0.13420385811150226,-0.9894068949593484,0.3531291352820315,1665,0.5862766454022095
SDOW,2001,C,2001-01-02,2026-07-24,-0.999990777731506,-0.3647153025306422,-0.9999947313424593,0.547850639298476,0,1.0
SDOW,2007,A,2007-01-03,2026-07-24,-0.9988100201448887,-0.29133697994277563,-0.9989986332965893,0.4284466879744728,1260,0.40447154471544716
SDOW,2007,B,2007-01-03,2026-07-24,-0.950084437761437,-0.1421204657262013,-0.9894068949593484,0.3607386112317751,1261,0.5957317073170731
SDOW,2007,C,2007-01-03,2026-07-24,-0.9999406014864796,-0.3920524983962447,-0.9999710308496866,0.5599299420682389,0,1.0
SDOW,2008,A,2008-01-02,2026-07-24,-0.9988022664447843,-0.30407905129859325,-0.9989986332965893,0.4344165079987145,1198,0.4052259584493468
SDOW,2008,B,2008-01-02,2026-07-24,-0.9311194418968687,-0.13425928270438492,-0.9894068949593485,0.3636118678274084,1199,0.5949882201756265
SDOW,2008,C,2008-01-02,2026-07-24,-0.9999174994442579,-0.3975128986901989,-0.9999710308496866,0.5663603717034593,0,1.0
SDOW,2010,A,2010-01-04,2026-07-24,-0.9914589859499207,-0.2500747061946593,-0.992252761111501,0.37279480518580366,1064,0.3976945244956772
SDOW,2010,B,2010-01-04,2026-07-24,-0.9766505117235491,-0.20309175106874422,-0.9831378477480673,0.3229326321064895,1063,0.6025456292026897
SDOW,2010,C,2010-01-04,2026-07-24,-0.9998005716925686,-0.4023783472843283,-0.9998424277628416,0.4929071090369764,0,1.0
SDOW,2018,A,2018-01-02,2026-07-24,-0.9126953699807056,-0.24798165189804955,-0.945142834343307,0.42633128882123217,542,0.4086471408647141
SDOW,2018,B,2018-01-02,2026-07-24,-0.8724176515749582,-0.2138873147691842,-0.8863947116160166,0.3647810118651572,541,0.5918177591817759
SDOW,2018,C,2018-01-02,2026-07-24,-0.988861470273759,-0.40882883703073347,-0.99097972066877,0.5608511932346556,0,1.0
SDOW,2022,A,2022-01-03,2026-07-24,-0.6958036007722279,-0.23001284928494603,-0.7572296254269142,0.326988609849999,294,0.41907261592300965
SDOW,2022,B,2022-01-03,2026-07-24,-0.5107979649242939,-0.1453243833718353,-0.7149308551730392,0.31003003961297937,293,0.5818022747156606
SDOW,2022,C,2022-01-03,2026-07-24,-0.8511865024350722,-0.3419107571668478,-0.9161214820518091,0.4503983510485614,0,1.0
SDOW,2023,A,2023-01-03,2026-07-24,-0.5896603502052994,-0.22171130505233627,-0.6057686354547023,0.29800494647450393,222,0.4013452914798206
SDOW,2023,B,2023-01-03,2026-07-24,-0.6395313390892252,-0.24957900465760752,-0.7149308551730392,0.26944171945531803,221,0.5997757847533632
SDOW,2023,C,2023-01-03,2026-07-24,-0.8520854159199085,-0.4159558228736431,-0.8722154315434548,0.40123886560610644,0,1.0
SPY,2000,A,2000-01-03,2026-07-24,-0.2165673855474619,-0.00914921277891212,-0.6605406822028557,0.11887586106918141,1785,0.5804761191795179
SPY,2000,B,2000-01-03,2026-07-24,9.35015824641414,0.0919968938585396,-0.32609055566164835,0.1519239930485614,1784,0.41967360383290914
SPY,2000,C,2000-01-03,2026-07-24,7.108651534985791,0.08200598192271702,-0.5518910596419291,0.1929093840856123,0,1.0
SPY,2001,A,2001-01-02,2026-07-24,-0.0614601130287461,-0.002479006962286534,-0.5789372597891409,0.11835574936816023,1711,0.5839427415590478
SPY,2001,B,2001-01-02,2026-07-24,8.653127224460329,0.09277607005509703,-0.3260905556616486,0.14974326764194923,1710,0.41621285203049635
SPY,2001,C,2001-01-02,2026-07-24,8.059844934164142,0.09006707056921037,-0.5518910596419295,0.19085990249325085,0,1.0
SPY,2007,A,2007-01-03,2026-07-24,0.05844120430869393,0.0029088993070118807,-0.5538911969940221,0.12054220258418995,1313,0.5955284552845529
SPY,2007,B,2007-01-03,2026-07-24,6.061430564232832,0.10512992104738839,-0.29126164839276947,0.15475577476387775,1312,0.40467479674796747
SPY,2007,C,2007-01-03,2026-07-24,6.474109070548883,0.10834463270888173,-0.5518910596419289,0.19613939589726584,0,1.0
SPY,2008,A,2008-01-02,2026-07-24,0.11014741226094782,0.005646747526029339,-0.49807042229291876,0.12139360338596168,1249,0.5967016491754122
SPY,2008,B,2008-01-02,2026-07-24,5.448170672090479,0.10565229923082908,-0.2912616483927697,0.15637989648874437,1248,0.40351252944956095
SPY,2008,C,2008-01-02,2026-07-24,6.15841998543819,0.11189563861615959,-0.518735207509652,0.19793779438033204,0,1.0
SPY,2010,A,2010-01-04,2026-07-24,0.9398560200383266,0.04084859764912796,-0.2685822935373947,0.10634141485774473,1105,0.6054274735830932
SPY,2010,B,2010-01-04,2026-07-24,3.503862865842632,0.09519339365296187,-0.2912616483927697,0.13409496883904293,1106,0.39481268011527376
SPY,2010,C,2010-01-04,2026-07-24,7.736845493731984,0.1399305079382751,-0.3371739316904565,0.17103674269022504,0,1.0
SPY,2018,A,2018-01-02,2026-07-24,0.5874472456130615,0.05549877686799132,-0.2685822935373946,0.11549243211550596,557,0.602510460251046
SPY,2018,B,2018-01-02,2026-07-24,0.9728085976829768,0.08265361209397937,-0.2912616483927696,0.1527432909783219,558,0.397954439795444
SPY,2018,C,2018-01-02,2026-07-24,2.1317295745136065,0.14273956333690796,-0.3371739316904566,0.19137626839909852,0,1.0
SPY,2022,A,2022-01-03,2026-07-24,0.06335716091202781,0.013583726397006224,-0.2671635555168018,0.11540288643279073,311,0.5835520559930009
SPY,2022,B,2022-01-03,2026-07-24,0.5460208460496727,0.10041872160354859,-0.141690607599937,0.13218222199567506,312,0.41732283464566927
SPY,2022,C,2022-01-03,2026-07-24,0.6439723375661943,0.11536650843995488,-0.2449632757633451,0.1754226674190585,0,1.0
SPY,2023,A,2023-01-03,2026-07-24,0.42884092780434724,0.10563455786434406,-0.11784391648809756,0.09851720437806907,235,0.6165919282511211
SPY,2023,B,2023-01-03,2026-07-24,0.4202514359652363,0.10376020649878304,-0.13803820440025139,0.11488796663860334,234,0.3845291479820628
SPY,2023,C,2023-01-03,2026-07-24,1.0293133794800298,0.2203554279005402,-0.18755314480286855,0.15104955199100603,0,1.0
UPRO,2000,A,2000-01-03,2026-07-24,-0.8396039104179098,-0.0665979019562768,-0.9764172645911714,0.3543409920481753,1773,0.5759844288067076
UPRO,2000,B,2000-01-03,2026-07-24,166.16284491566321,0.21260723804114035,-0.7310832693806795,0.45755599235087324,1772,0.4241652942057194
UPRO,2000,C,2000-01-03,2026-07-24,25.812266647890095,0.13185014009060536,-0.9637436754981239,0.578728152256837,0,1.0
UPRO,2001,A,2001-01-02,2026-07-24,-0.7197966145980044,-0.04856525536978196,-0.9523888932828025,0.35282826269577694,1701,0.5797417146413568
UPRO,2001,B,2001-01-02,2026-07-24,157.3386153444925,0.2191926234522421,-0.7310832693806795,0.4509910657266521,1700,0.4204138789481873
UPRO,2001,C,2001-01-02,2026-07-24,43.36701605939146,0.1599822223493299,-0.9519113138042886,0.5725797074797526,0,1.0
UPRO,2007,A,2007-01-03,2026-07-24,-0.477269867704626,-0.032630494717151626,-0.9299497788051756,0.35934504023718333,1303,0.5912601626016261
UPRO,2007,B,2007-01-03,2026-07-24,80.23560672293698,0.2521795407551404,-0.7062865750927545,0.46604244401834655,1302,0.4089430894308943
UPRO,2007,C,2007-01-03,2026-07-24,41.46429944937584,0.21132030286560455,-0.9519113138042887,0.5884181876917975,0,1.0
UPRO,2008,A,2008-01-02,2026-07-24,-0.3766609296266754,-0.025149110138636188,-0.8971250826157019,0.36179283533634693,1239,0.5922038980509745
UPRO,2008,B,2008-01-02,2026-07-24,63.61894916166911,0.2518604207990707,-0.7062865750927544,0.4709907887132119,1238,0.40801028057399874
UPRO,2008,C,2008-01-02,2026-07-24,39.27951569893616,0.2203772451981958,-0.9386843630852186,0.5938133831409961,0,1.0
UPRO,2010,A,2010-01-04,2026-07-24,2.922833967138704,0.08609145688779574,-0.6301187870197305,0.31713792018676434,1099,0.6018251681075889
UPRO,2010,B,2010-01-04,2026-07-24,37.778129574879394,0.2473413938620712,-0.7062865750927545,0.40376755601617986,1100,0.3984149855907781
UPRO,2010,C,2010-01-04,2026-07-24,151.1201638784429,0.35472683169611074,-0.7612693813379969,0.5131102280706752,0,1.0
UPRO,2018,A,2018-01-02,2026-07-24,1.7356532520285048,0.12482172402218339,-0.6301187870197303,0.34488300655295095,549,0.5983263598326359
UPRO,2018,B,2018-01-02,2026-07-24,3.3044374983189337,0.18602037385154868,-0.7062865750927545,0.4594274503696705,550,0.40213854021385403
UPRO,2018,C,2018-01-02,2026-07-24,10.775448440429656,0.3340614816411338,-0.7612693813379969,0.5741288051972956,0,1.0
UPRO,2022,A,2022-01-03,2026-07-24,0.0026225125737273647,0.0005754023370740935,-0.6267846917125703,0.34553923334147757,309,0.5800524934383202
UPRO,2022,B,2022-01-03,2026-07-24,1.9216450629889485,0.26551484673366055,-0.4126635293319446,0.3971314093151042,310,0.42082239720035
UPRO,2022,C,2022-01-03,2026-07-24,1.9293071139026132,0.26624302693407387,-0.6255950898048988,0.5262680022571753,0,1.0
UPRO,2023,A,2023-01-03,2026-07-24,1.5713768712476126,0.30442274267591163,-0.32665849519018475,0.29485794101828255,233,0.6132286995515696
UPRO,2023,B,2023-01-03,2026-07-24,1.5569641735550124,0.3023612110463252,-0.3743168169478541,0.3452570830770925,232,0.38789237668161436
UPRO,2023,C,2023-01-03,2026-07-24,5.574918536488136,0.6988295828677697,-0.48214961380109367,0.4531486559730181,0,1.0
SPXU,2000,A,2000-01-03,2026-07-24,-0.9999764822477606,-0.3305878207301327,-0.9999813353995394,0.4432516198214441,1778,0.4085941009133104
SPXU,2000,B,2000-01-03,2026-07-24,-0.7998615899042267,-0.0587843547829765,-0.9774676830847834,0.37207139269589773,1779,0.5915556220991166
SPXU,2000,C,2000-01-03,2026-07-24,-0.9999952931944578,-0.3699387837723783,-0.9999982236785908,0.578728152256837,0,1.0
